FID,PlanningRegion,ARCModelingArea,GEOID,LogRecNo,SumLevel,NAME,Pop25P_e18,Pop25P_m18,NoHS_e18,NoHS_m18,pNoHS_e18,pNoHS_m18,SomeHS_e18,SomeHS_m18,pSomeHS_e18,pSomeHS_m18,HSGrad_e18,HSGrad_m18,pHSGrad_e18,pHSGrad_m18,SomeColl_e18,SomeColl_m18,pSomeColl_e18,pSomeColl_m18,Associates_e18,Associates_m18,pAssociates_e18,pAssociates_m18,BA_e18,BA_m18,pBA_e18,pBA_m18,GradProf_e18,GradProf_m18,pGradProf_e18,pGradProf_m18,LtHS_e18,LtHS_m18,pLtHS_e18,pLtHS_m18,HSPlus_e18,HSPlus_m18,pHSPlus_e18,pHSPlus_m18,BAPlus_e18,BAPlus_m18,pBAPlus_e18,pBAPlus_m18,SHAPE_Length,SHAPE_Area
20,Southern Georgia,No,31649,3767,ZCTA,ZCTA5 31649,797,174,29,36,3.6,4.4,168,83,21.1,9.4,317,105,39.8,10,94,51,11.8,5.9,53,44,6.6,5.4,100,70,12.5,8.4,36,36,4.5,4.4,197,91,24.7,10,600,148,75.3,8.7,136,79,17.1,9.2,0.876620818179244,0.0121865271777315
21,ARC / NW,Partial,30183,3260,ZCTA,ZCTA5 30183,4175,566,171,101,4.1,2.4,213,118,5.1,2.7,1261,272,30.2,5.1,1140,250,27.3,4.7,329,146,7.9,3.3,721,220,17.3,4.7,340,120,8.1,2.6,384,155,9.2,3.5,3791,470,90.8,16.7,1061,251,25.4,4.9,0.712094655846019,0.0157782561690891
22,Southern Georgia,No,31650,3768,ZCTA,ZCTA5 31650,2341,376,429,145,18.3,5.5,306,135,13.1,5.4,837,212,35.8,7,389,130,16.6,4.9,131,79,5.6,3.3,101,61,4.3,2.5,148,69,6.3,2.8,735,198,31.4,6.8,1606,276,68.6,4.2,249,92,10.6,3.5,1.0783719176402,0.0252803415308107
23,ARC / NW,Yes,30184,3261,ZCTA,ZCTA5 30184,4862,684,143,67,2.9,1.3,485,212,10,4.1,1464,321,30.1,5.1,1024,256,21.1,4.4,425,154,8.7,2.9,816,219,16.8,3.8,505,159,10.4,2.9,628,222,12.9,4.2,4234,516,87.1,16.2,1321,271,27.2,4,1.43451626446332,0.0178076151285345
24,Southern Georgia,No,31698,3769,ZCTA,ZCTA5 31698,14,21,0,37,0,262.6,0,37,0,262.6,0,18,0,131.3,14,25,100,101.8,0,18,0,131.3,0,18,0,131.3,0,32,0,227.5,0,52,0,371.4,14,52,100,337.4,0,37,0,262.6,0.0187296700565405,2.05007373745123e-05
25,ARC / TR,Yes,30185,3262,ZCTA,ZCTA5 30185,2886,327,180,80,6.2,2.7,483,132,16.7,4.2,1174,194,40.7,4.9,471,126,16.3,3.9,215,78,7.4,2.6,269,82,9.3,2.6,94,58,3.3,2,663,155,23,4.7,2223,264,77,2.7,363,100,12.6,3.2,0.835229260003767,0.0160640631291619
26,Southern Georgia,No,31699,3770,ZCTA,ZCTA5 31699,94,61,0,37,0,39.1,3,35,3.2,37.3,17,27,18.1,26.6,44,56,46.8,50.9,10,24,10.6,24.4,20,28,21.3,26.7,0,32,0,33.9,3,51,3.2,54,91,79,96.8,55.8,20,43,21.3,43.2,0.0719587319834609,0.000131133764467453
27,Atlanta Regional Commission,Yes,30187,3263,ZCTA,ZCTA5 30187,5500,460,88,71,1.6,1.3,315,135,5.7,2.4,1939,289,35.3,4.4,1377,272,25,4.5,432,141,7.9,2.5,856,170,15.6,2.8,493,169,9,3,403,152,7.3,2.7,5097,485,92.7,4.2,1349,240,24.5,3.8,0.846401724713021,0.00867051311506665
28,Southwest Georgia,No,31701,3771,ZCTA,ZCTA5 31701,12408,548,948,192,7.6,1.5,2080,296,16.8,2.3,4324,360,34.8,2.5,2604,329,21,2.5,858,201,6.9,1.6,1075,201,8.7,1.6,519,129,4.2,1,3028,352,24.4,2.6,9380,579,75.6,3.3,1594,239,12.8,1.8,0.827385688499578,0.00707646118641322
29,Atlanta Regional Commission,Yes,30188,3264,ZCTA,ZCTA5 30188,43338,1272,628,237,1.4,0.5,2141,453,4.9,1,7696,678,17.8,1.5,11733,975,27.1,2.1,3366,475,7.8,1.1,12353,848,28.5,1.8,5421,567,12.5,1.3,2769,511,6.4,1.2,40569,1636,93.6,2.6,17774,1020,41,2,0.754670843671885,0.0112625079230686
30,Southwest Georgia,No,31705,3772,ZCTA,ZCTA5 31705,19136,778,1326,247,6.9,1.3,3231,400,16.9,2,6548,561,34.2,2.6,4374,491,22.9,2.4,1574,254,8.2,1.3,1333,247,7,1.3,750,174,3.9,0.9,4557,470,23.8,2.3,14579,844,76.2,3.1,2083,302,10.9,1.5,1.22929094741314,0.0382025692626768
31,Atlanta Regional Commission,Yes,30189,3265,ZCTA,ZCTA5 30189,25728,776,548,211,2.1,0.8,1033,271,4,1,5403,539,21,2,5893,605,22.9,2.2,1948,305,7.6,1.2,7466,574,29,2.1,3437,446,13.4,1.7,1581,343,6.1,1.3,24147,1130,93.9,3.4,10903,727,42.4,2.5,0.459353079500984,0.00546726920129653
32,Southwest Georgia,No,31707,3773,ZCTA,ZCTA5 31707,16471,819,634,234,3.8,1.4,1293,275,7.9,1.6,4383,502,26.6,2.7,4415,505,26.8,2.8,1650,317,10,1.9,2094,295,12.7,1.7,2002,326,12.2,1.9,1927,361,11.7,2.1,14544,895,88.3,3.2,4096,440,24.9,2.4,0.57053067895143,0.00466149582228413
33,MG / TR,No,30204,3266,ZCTA,ZCTA5 30204,8165,418,189,84,2.3,1,1045,234,12.8,2.8,3160,342,38.7,3.7,1770,291,21.7,3.4,714,244,8.7,3,912,229,11.2,2.7,375,137,4.6,1.7,1234,249,15.1,2.9,6931,577,84.9,5.6,1287,267,15.8,3.2,1.27415576441882,0.0315277251015032
34,River Valley,No,31709,3774,ZCTA,ZCTA5 31709,9371,512,584,176,6.2,1.8,910,232,9.7,2.4,2795,409,29.8,4.1,1924,296,20.5,3,861,215,9.2,2.2,1137,217,12.1,2.2,1160,224,12.4,2.3,1494,291,15.9,3,7877,632,84.1,4.9,2297,312,24.5,3.1,1.32110413327601,0.031898898839596
35,ARC / TR,Yes,30205,3267,ZCTA,ZCTA5 30205,2052,227,42,35,2,1.7,74,39,3.6,1.9,573,123,27.9,5.1,436,94,21.2,3.9,180,69,8.8,3.2,569,127,27.7,5.4,178,56,8.7,2.6,116,53,5.7,2.5,1936,219,94.3,2.1,747,139,36.4,5.4,0.602207230984237,0.00931176460294809
36,River Valley,No,31711,3775,ZCTA,ZCTA5 31711,746,218,59,40,7.9,4.9,143,71,19.2,7.6,228,72,30.6,3.5,134,84,18,9.9,91,48,12.2,5.4,86,71,11.5,8.9,5,27,0.7,3.6,202,81,27.1,7.5,544,142,72.9,28.6,91,76,12.2,9.5,0.88783242401263,0.0147363107402799
37,Three Rivers,No,30206,3268,ZCTA,ZCTA5 30206,2377,256,97,64,4.1,2.7,229,96,9.6,3.9,1077,176,45.3,5.6,472,119,19.9,4.5,143,75,6,3.1,209,76,8.8,3,150,77,6.3,3.2,326,115,13.7,4.6,2051,249,86.3,4.9,359,108,15.1,4.2,0.772463508509619,0.0140833006297759
38,River Valley,No,31712,3776,ZCTA,ZCTA5 31712,848,142,66,43,7.8,5,156,54,18.4,5.6,330,96,38.9,9.2,152,62,17.9,6.7,62,40,7.3,4.5,47,25,5.5,2.9,35,31,4.1,3.6,222,70,26.2,6.9,626,127,73.8,8.5,82,40,9.7,4.5,0.700179837505954,0.0121926814467748
39,Atlanta Regional Commission,Yes,30213,3269,ZCTA,ZCTA5 30213,19584,1430,811,282,4.1,1.4,1202,389,6.1,1.9,5393,833,27.5,3.7,4863,867,24.8,4,1717,553,8.8,2.7,3524,793,18,3.8,2074,584,10.6,2.9,2013,480,10.3,2.3,17571,1649,89.7,5.3,5598,985,28.6,4.6,1.04187162226607,0.0163413220540773
40,SG / SW,No,31714,3777,ZCTA,ZCTA5 31714,3990,255,176,97,4.4,2.4,541,192,13.6,4.7,1571,313,39.4,7.4,644,181,16.1,4.4,602,185,15.1,4.5,217,107,5.4,2.7,239,126,6,3.1,717,215,18,5.3,3273,439,82,9.7,456,165,11.4,4.1,1.69668778579972,0.0468880098925584
41,Atlanta Regional Commission,Yes,30214,3270,ZCTA,ZCTA5 30214,20880,700,650,184,3.1,0.9,1110,229,5.3,1.1,5494,510,26.3,2.3,3909,425,18.7,1.9,1988,377,9.5,1.8,4651,480,22.3,2.2,3078,386,14.7,1.8,1760,294,8.4,1.4,19120,981,91.6,3.6,7729,616,37,2.7,0.788208510913294,0.0135406193568887
42,Southwest Georgia,No,31716,3778,ZCTA,ZCTA5 31716,1756,235,135,82,7.7,4.6,323,109,18.4,5.7,559,113,31.8,4.8,257,79,14.6,4,296,103,16.9,5.4,95,57,5.4,3.2,91,68,5.2,3.8,458,137,26.1,7,1298,193,73.9,4.8,186,89,10.6,4.9,0.90047042683596,0.0199243864297498
43,Atlanta Regional Commission,Yes,30215,3271,ZCTA,ZCTA5 30215,24297,915,195,98,0.8,0.4,900,217,3.7,0.9,5457,507,22.5,1.9,4878,469,20.1,1.8,2147,320,8.8,1.3,6448,537,26.5,2,4272,446,17.6,1.7,1095,238,4.5,1,23202,1033,95.5,2.3,10720,698,44.1,2.3,0.835301633254727,0.018434490542023
44,River Valley,No,31719,3779,ZCTA,ZCTA5 31719,5719,426,443,161,7.7,2.7,909,232,15.9,3.9,2125,310,37.2,4.7,1039,248,18.2,4.1,649,182,11.3,3.1,222,72,3.9,1.2,332,126,5.8,2.2,1352,283,23.6,4.6,4367,460,76.4,5.7,554,146,9.7,2.4,1.34251616759013,0.0234818599449597
45,Three Rivers,No,30216,3272,ZCTA,ZCTA5 30216,1570,322,148,88,9.4,5.3,226,106,14.4,6.1,796,227,50.7,10,143,78,9.1,4.6,144,118,9.2,7.3,96,63,6.1,3.8,17,31,1.1,2,374,138,23.8,7.3,1196,276,76.2,8.1,113,70,7.2,4.2,0.601615544636142,0.00757426006126715
46,SG / SW,No,31720,3780,ZCTA,ZCTA5 31720,192,56,12,32,6.3,16.8,22,27,11.5,13.5,74,33,38.5,13.3,40,21,20.8,9,11,17,5.7,8.7,19,15,9.9,7.4,14,29,7.3,15.1,34,42,17.7,21.3,158,54,82.3,14.9,33,33,17.2,16.5,0.164543353153044,0.00116702099594013
47,Three Rivers,Partial,30217,3273,ZCTA,ZCTA5 30217,6286,276,296,93,4.7,1.5,1038,192,16.5,3,2639,213,42,2.8,1258,202,20,3.1,405,110,6.4,1.7,331,92,5.3,1.4,319,90,5.1,1.4,1334,213,21.2,3.3,4952,339,78.8,4.1,650,128,10.3,2,1.42118505247331,0.0664687600708218
48,Southwest Georgia,No,31721,3781,ZCTA,ZCTA5 31721,14323,612,307,143,2.1,1,792,227,5.5,1.6,3091,431,21.6,2.9,3161,392,22.1,2.6,1367,265,9.5,1.8,3282,380,22.9,2.5,2323,304,16.2,2,1099,268,7.7,1.8,13224,804,92.3,4,5605,487,39.1,3,1.84757136162536,0.0532895146569082
49,Three Rivers,No,30218,3274,ZCTA,ZCTA5 30218,1036,250,93,76,9,7,224,119,21.6,10.2,452,134,43.6,7.5,125,81,12.1,7.3,13,17,1.3,1.7,88,80,8.5,7.4,41,43,4,4.1,317,141,30.6,11.5,719,182,69.4,5.2,129,90,12.5,8.2,0.989069542806855,0.0171014726768466
50,Southwest Georgia,No,31722,3782,ZCTA,ZCTA5 31722,330,110,10,34,3,10.3,64,36,19.4,8.8,165,62,50,8.5,41,23,12.4,5.5,25,20,7.6,5.5,14,13,4.2,3.6,11,25,3.3,7.4,74,50,22.4,13.1,256,74,77.6,34.3,25,28,7.6,8.1,0.089728681376148,0.0001869299076789
51,Three Rivers,Partial,30220,3275,ZCTA,ZCTA5 30220,3463,328,148,77,4.3,2.2,420,140,12.1,3.9,1458,212,42.1,4.6,673,163,19.4,4.3,306,133,8.8,3.7,295,109,8.5,3,163,72,4.7,2,568,160,16.4,4.4,2895,326,83.6,5.1,458,131,13.2,3.6,0.804352537177109,0.0137773284857367
52,Three Rivers,No,30222,3276,ZCTA,ZCTA5 30222,2779,380,229,96,8.2,3.3,332,118,11.9,3.9,1075,192,38.7,4.5,860,234,30.9,7.3,132,68,4.7,2.4,90,50,3.2,1.7,61,59,2.2,2.1,561,152,20.2,4.7,2218,320,79.8,3.7,151,77,5.4,2.7,1.57325071863323,0.0363386000278103
53,Southwest Georgia,No,31784,3808,ZCTA,ZCTA5 31784,421,97,17,29,4,6.8,36,31,8.6,7,172,54,40.9,8.9,98,38,23.3,7.2,80,43,19,9.3,13,12,3.1,2.8,5,23,1.2,5.5,53,42,12.6,9.6,368,83,87.4,28.3,18,26,4.3,6.1,0.455087589863803,0.00832842686938735
54,Three Rivers,Yes,30223,3277,ZCTA,ZCTA5 30223,25760,828,1461,256,5.7,1,3644,441,14.1,1.6,11271,757,43.8,2.6,4420,497,17.2,1.8,1624,342,6.3,1.3,2341,365,9.1,1.4,999,201,3.9,0.8,5105,510,19.8,1.9,20655,1054,80.2,3.2,3340,417,13,1.6,1.14471653353619,0.0276404919562312
55,RV / SW,No,31787,3809,ZCTA,ZCTA5 31787,1087,183,12,37,1.1,3.4,120,59,11,5.1,465,111,42.8,7.3,247,98,22.7,8.2,69,34,6.3,2.9,124,64,11.4,5.5,50,48,4.6,4.4,132,69,12.1,6,955,172,87.9,5.5,174,80,16,6.8,1.15706200482453,0.0219976363591093
56,Southwest Georgia,No,31788,3810,ZCTA,ZCTA5 31788,6710,605,582,204,8.7,2.9,918,230,13.7,3.2,2772,415,41.3,4.9,876,202,13.1,2.8,673,227,10,3.3,625,189,9.3,2.7,264,118,3.9,1.7,1500,307,22.4,4.1,5210,561,77.6,4.6,889,223,13.2,3.1,1.2511570965838,0.0319414504276513
57,Southwest Georgia,No,31789,3811,ZCTA,ZCTA5 31789,627,121,87,67,13.9,10.4,115,53,18.3,7.6,179,61,28.5,8,112,53,17.9,7.7,87,45,13.9,6.7,21,17,3.3,2.6,26,27,4.1,4.2,202,85,32.2,12.1,425,98,67.8,8.5,47,32,7.5,4.9,1.24325516070021,0.0158497395487382
58,Southern Georgia,No,31790,3812,ZCTA,ZCTA5 31790,1319,209,57,44,4.3,3.3,145,66,11,4.7,568,119,43.1,5.9,307,102,23.3,6.8,85,54,6.4,4,118,66,8.9,4.8,39,38,3,2.9,202,79,15.3,5.5,1117,182,84.7,3.3,157,77,11.9,5.5,0.769762494416433,0.0163117536505244
59,Southwest Georgia,No,31791,3813,ZCTA,ZCTA5 31791,8142,361,429,165,5.3,2,901,260,11.1,3.2,3527,385,43.3,4.3,1342,230,16.5,2.7,996,242,12.2,2.9,487,150,6,1.8,460,183,5.6,2.2,1330,308,16.3,3.7,6812,562,83.7,5.8,947,236,11.6,2.9,1.82495252949807,0.046862483605277
60,Southwest Georgia,No,31792,3814,ZCTA,ZCTA5 31792,16203,590,749,246,4.6,1.5,2231,400,13.8,2.4,4774,475,29.5,2.7,3343,449,20.6,2.7,953,237,5.9,1.4,2524,314,15.6,1.9,1629,274,10.1,1.7,2980,469,18.4,2.8,13223,811,81.6,4,4153,417,25.6,2.4,1.34854659856551,0.0521649603618366
61,Southern Georgia,No,31793,3815,ZCTA,ZCTA5 31793,5686,442,249,112,4.4,1.9,414,133,7.3,2.3,1822,260,32,3.8,1073,217,18.9,3.5,819,181,14.4,3,685,162,12,2.7,624,184,11,3.1,663,174,11.7,2.9,5023,456,88.3,4.1,1309,246,23,3.9,1.19289215793301,0.0254690241374009
62,Southern Georgia,No,31794,3816,ZCTA,ZCTA5 31794,17724,489,959,247,5.4,1.4,2590,384,14.6,2.1,6284,514,35.5,2.7,3340,443,18.8,2.4,1877,341,10.6,1.9,1464,274,8.3,1.5,1210,251,6.8,1.4,3549,457,20,2.5,14175,845,80,4.2,2674,372,15.1,2.1,1.24077337710098,0.028585668940544
63,SG / SW,No,31795,3817,ZCTA,ZCTA5 31795,1267,207,76,46,6,3.5,169,64,13.3,4.5,557,126,44,6.9,167,64,13.2,4.6,197,88,15.5,6.5,78,37,6.2,2.7,23,34,1.8,2.7,245,79,19.3,5.4,1022,174,80.7,3.8,101,50,8,3.8,0.728282625441646,0.0122740246005701
64,Southwest Georgia,No,31796,3818,ZCTA,ZCTA5 31796,836,175,52,34,6.2,3.9,75,51,9,5.8,371,94,44.4,6.4,194,66,23.2,6.2,40,22,4.8,2.5,85,63,10.2,7.2,19,36,2.3,4.2,127,61,15.2,6.6,709,138,84.8,24.2,104,72,12.4,8.2,0.982509133755551,0.0151783941358272
65,Southern Georgia,No,31798,3819,ZCTA,ZCTA5 31798,456,143,89,81,19.5,16.6,17,40,3.7,8.8,134,71,29.4,12.6,66,43,14.5,8.3,104,69,22.8,13.4,32,34,7,7.2,14,37,3.1,8.1,106,90,23.2,18.4,350,120,76.8,10.4,46,51,10.1,10.6,1.20117847944233,0.0194869945140919
66,River Valley,No,31801,3820,ZCTA,ZCTA5 31801,2428,309,132,57,5.4,2.2,389,152,16,5.9,905,167,37.3,5,503,158,20.7,5.9,172,91,7.1,3.6,199,80,8.2,3.1,128,71,5.3,2.9,521,162,21.5,6.1,1907,269,78.5,4.8,327,107,13.5,4.1,1.16943558047336,0.0216002545020571
67,River Valley,No,31803,3821,ZCTA,ZCTA5 31803,3886,285,226,97,5.8,2.5,596,156,15.3,3.9,1589,243,40.9,5.5,836,186,21.5,4.5,174,54,4.5,1.4,247,91,6.4,2.3,218,93,5.6,2.4,822,184,21.2,4.5,3064,337,78.8,6.5,465,130,12,3.2,1.52225212050499,0.0703905557330632
68,River Valley,No,31804,3822,ZCTA,ZCTA5 31804,4130,333,46,61,1.1,1.5,242,114,5.9,2.7,911,209,22.1,4.7,1300,252,31.5,5.5,498,161,12.1,3.8,623,164,15.1,3.8,510,156,12.3,3.6,288,129,7,3.1,3842,429,93,7.2,1133,227,27.4,5,1.00318145200488,0.0131661290164545
69,River Valley,No,31805,3823,ZCTA,ZCTA5 31805,1678,126,63,53,3.8,3.2,229,93,13.6,5.4,670,141,39.9,7.8,353,107,21,6.2,102,51,6.1,3,168,83,10,4.9,93,56,5.5,3.3,292,107,17.4,6.2,1386,209,82.6,10.8,261,100,15.6,5.8,0.81582721133015,0.0176162199447146
